0.15708, 0.15708, 0.267289
0.314159, 0.15708, 0.378143
0.471239, 0.15708, 0.485307
0.628319, 0.15708, 0.585321
0.785398, 0.15708, 0.675018
0.942478, 0.15708, 0.751586
1.09956, 0.15708, 0.812624
1.25664, 0.15708, 0.856185
1.41372, 0.15708, 0.880815
1.5708, 0.15708, 0.88558
1.72788, 0.15708, 0.870078
1.88496, 0.15708, 0.834447
2.04204, 0.15708, 0.779349
2.19911, 0.15708, 0.705954
2.35619, 0.15708, 0.615906
2.51327, 0.15708, 0.511274
2.67035, 0.15708, 0.394501
2.82743, 0.15708, 0.268343
2.98451, 0.15708, 0.13579
0.15708, 0.314159, 0.378143
0.314159, 0.314159, 0.450958
0.471239, 0.314159, 0.523774
0.628319, 0.314159, 0.593173
0.785398, 0.314159, 0.656057
0.942478, 0.314159, 0.709686
1.09956, 0.314159, 0.751719
1.25664, 0.314159, 0.780245
1.41372, 0.314159, 0.793808
1.5708, 0.314159, 0.791426
1.72788, 0.314159, 0.772598
1.88496, 0.314159, 0.737303
2.04204, 0.314159, 0.685987
2.19911, 0.314159, 0.619546
2.35619, 0.314159, 0.539289
2.51327, 0.314159, 0.446902
2.67035, 0.314159, 0.344399
2.82743, 0.314159, 0.234062
2.98451, 0.314159, 0.118384
0.15708, 0.471239, 0.485307
0.314159, 0.471239, 0.523774
0.471239, 0.471239, 0.565657
0.628319, 0.471239, 0.607541
0.785398, 0.471239, 0.646351
0.942478, 0.471239, 0.679382
1.09956, 0.471239, 0.704321
1.25664, 0.471239, 0.719267
1.41372, 0.471239, 0.722745
1.5708, 0.471239, 0.713718
1.72788, 0.471239, 0.691585
1.88496, 0.471239, 0.656179
2.04204, 0.471239, 0.607751
2.19911, 0.471239, 0.546953
2.35619, 0.471239, 0.474802
2.51327, 0.471239, 0.392648
2.67035, 0.471239, 0.302129
2.82743, 0.471239, 0.205121
2.98451, 0.471239, 0.103684
0.15708, 0.628319, 0.585321
0.314159, 0.628319, 0.593173
0.471239, 0.628319, 0.607541
0.628319, 0.628319, 0.624982
