0.15708, 0.15708, 0.267289
0.314159, 0.15708, 0.378143
0.471239, 0.15708, 0.485307
0.628319, 0.15708, 0.585321
0.785398, 0.15708, 0.675018
0.942478, 0.15708, 0.751587
1.09956, 0.15708, 0.812625
1.25664, 0.15708, 0.856186
1.41372, 0.15708, 0.880816
1.5708, 0.15708, 0.88558
1.72788, 0.15708, 0.870079
1.88496, 0.15708, 0.834447
2.04204, 0.15708, 0.779349
2.19911, 0.15708, 0.705955
2.35619, 0.15708, 0.615906
2.51327, 0.15708, 0.511274
2.67035, 0.15708, 0.394502
2.82743, 0.15708, 0.268343
2.98451, 0.15708, 0.13579
0.15708, 0.314159, 0.378143
0.314159, 0.314159, 0.450959
0.471239, 0.314159, 0.523774
0.628319, 0.314159, 0.593174
0.785398, 0.314159, 0.656058
0.942478, 0.314159, 0.709687
1.09956, 0.314159, 0.75172
1.25664, 0.314159, 0.780246
1.41372, 0.314159, 0.793809
1.5708, 0.314159, 0.791427
1.72788, 0.314159, 0.772599
1.88496, 0.314159, 0.737304
2.04204, 0.314159, 0.685988
2.19911, 0.314159, 0.619547
2.35619, 0.314159, 0.53929
2.51327, 0.314159, 0.446903
2.67035, 0.314159, 0.344399
2.82743, 0.314159, 0.234062
2.98451, 0.314159, 0.118384
0.15708, 0.471239, 0.485307
0.314159, 0.471239, 0.523774
0.471239, 0.471239, 0.565658
0.628319, 0.471239, 0.607542
0.785398, 0.471239, 0.646352
0.942478, 0.471239, 0.679383
1.09956, 0.471239, 0.704323
1.25664, 0.471239, 0.719269
1.41372, 0.471239, 0.722747
1.5708, 0.471239, 0.71372
1.72788, 0.471239, 0.691587
1.88496, 0.471239, 0.65618
2.04204, 0.471239, 0.607753
2.19911, 0.471239, 0.546954
2.35619, 0.471239, 0.474803
2.51327, 0.471239, 0.392649
2.67035, 0.471239, 0.30213
2.82743, 0.471239, 0.205122
2.98451, 0.471239, 0.103684
0.15708, 0.628319, 0.585321
0.314159, 0.628319, 0.593174
0.471239, 0.628319, 0.607542
0.628319, 0.628319, 0.624983
